system:index,FID_Braz_1,FID_Brazil,Id,Input_FID,ORIG_FID,Shape_Area,Shape_Le_1,Shape_Leng,gridcode,.geo
00000000000000001469,0,5216,2,1252,1,285.457775852,96.9843943031,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.7249490960724,48.19032655158252],[-106.72483655246918,48.190359497809574],[-106.72485133096964,48.19039947867757],[-106.72495164076352,48.19040243662704],[-106.72493858193744,48.19041156070794],[-106.72485868518672,48.19042169680237],[-106.72492570126033,48.19062613759214],[-106.72493223071521,48.190621575532994],[-106.72507586350169,48.1903246231302],[-106.7249490960724,48.19032655158252]]]}"
0000000000000000146a,0,5217,2,1187,1,917.440274489,148.87476124,50491.4272148,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.7235649265014,48.190878795004544],[-106.72357159599497,48.190878694981606]]},{""type"":""Polygon"",""coordinates"":[[[-106.7233126378859,48.19072629992728],[-106.72329919604151,48.19072199033495],[-106.72277662577494,48.190676252608824],[-106.72275655310766,48.190676520001794],[-106.72275112392369,48.19071234377483],[-106.72275826994031,48.190725625339994],[-106.72349520311971,48.19099147145685],[-106.723533455446,48.19093733414473],[-106.7235649711002,48.19087882196202],[-106.7235649265014,48.190878795004544],[-106.7233126378859,48.19072629992728]]]}]}"
0000000000000000146b,0,5218,2,1225,1,736.356490986,147.642605055,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72389497092644,48.18976621428872],[-106.72385627922769,48.18980700389048],[-106.72383576566868,48.18979392489127],[-106.7238609575462,48.18974891253219],[-106.72386761951647,48.18974877564724],[-106.72371683140905,48.18963490301565],[-106.72367253578928,48.18970701901937],[-106.72373638431513,48.189817730478936],[-106.72374291367487,48.189813168572556],[-106.72378308971871,48.18981707356385],[-106.72376394273633,48.18984410590909],[-106.72375075139144,48.18984880469755],[-106.72392140285005,48.19015442788489],[-106.7240330510519,48.19009915818715],[-106.72403958045047,48.190094596235404],[-106.72404531685932,48.19006769446299],[-106.72405249687743,48.189884461689545],[-106.72389497092644,48.18976621428872]]]}"
0000000000000000146c,0,5219,2,1194,1,1269.90021489,160.086709241,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72322759203459,48.190379195488234],[-106.72316721056566,48.19037113262718],[-106.7233126378859,48.19072629992728],[-106.7235716332531,48.19087868508999],[-106.72368376812115,48.190836833373325],[-106.72378871314002,48.19078162854472],[-106.72384094942429,48.19074513256279],[-106.72386720015912,48.19073130967731],[-106.72386675904674,48.190717962837056],[-106.72322759203459,48.190379195488234]]]}"
0000000000000000146d,0,5220,2,1235,1,568.593786283,201.542288712,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72430534659995,48.189853883626476],[-106.72427287581468,48.18988118991879],[-106.7242996104124,48.189880785299934],[-106.72431200862142,48.18985374670925],[-106.72430534659995,48.189853883626476]]],[[[-106.72456537397946,48.189640073013116],[-106.72458622787647,48.18966651351308],[-106.72460630040172,48.189666245747794],[-106.72461313838177,48.18967060534592],[-106.72465725661559,48.18959399246623],[-106.72456537397946,48.189640073013116]]],[[[-106.72453894815116,48.189649399247095],[-106.72434421399257,48.18981759036361],[-106.72441791968764,48.18982537854977],[-106.72443228745144,48.18985645265392],[-106.7243460970015,48.189875560025044],[-106.72430074344152,48.189916486805316],[-106.72425342044575,48.1898993007966],[-106.72425964119462,48.189885817258585],[-106.72424675842029,48.18989943770999],[-106.72423400831045,48.18991748319939],[-106.72423369971601,48.18990856160547],[-106.72404531685932,48.19006769446299],[-106.72403958045047,48.190094596235404],[-106.72434575641665,48.19006315240225],[-106.72447300670201,48.18987368882263],[-106.72447269804833,48.18986476723839],[-106.72447936008393,48.1898646303092],[-106.72453658068052,48.18977896480718],[-106.72450293356614,48.18977049818945],[-106.72446905236323,48.189757621680855],[-106.72448833163816,48.189735014269736],[-106.72448784702372,48.18972159616839],[-106.72452650691011,48.18967636623508],[-106.72455265538049,48.1896625586061],[-106.72455213944114,48.18964470036989],[-106.72453894815116,48.189649399247095]],[[-106.7244450374693,48.18983840716146],[-106.7244524927453,48.18986060994823],[-106.72447861007021,48.18984236211644],[-106.7244450374693,48.18983840716146]]]]}"
0000000000000000146e,0,5221,2,1236,1,446.875445931,175.330051708,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72465725661559,48.18959399246623],[-106.72461313838177,48.18967060534592],[-106.72463385961636,48.18969262083358],[-106.72468802074265,48.18971416618091],[-106.72470152077233,48.189718388832695],[-106.72482062082267,48.189484368776455],[-106.72465725661559,48.18959399246623]]],[[[-106.7246373298264,48.18979526969429],[-106.72458365329537,48.189787142399986],[-106.72454324270525,48.189778827874086],[-106.72453658068052,48.18977896480718],[-106.72447936008393,48.1898646303092],[-106.72449290336054,48.18986892452442],[-106.72450647793373,48.18987765891157],[-106.72453369722524,48.18989067236659],[-106.72448005193239,48.18988698517569],[-106.72447300670201,48.18987368882263],[-106.72434575641665,48.19006315240225],[-106.72442603522205,48.19006645015868],[-106.72453256429596,48.19005592497018],[-106.72455105041918,48.19001097763038],[-106.72453685844798,48.18998440001977],[-106.72452318241136,48.189975680762736],[-106.72452256508268,48.18995783756217],[-106.72452190450375,48.18993992284543],[-106.72454802187521,48.18992167496628],[-106.72453444727064,48.18991294057848],[-106.72452730059764,48.18989965936582],[-106.72459421187918,48.18990315931966],[-106.72460757923248,48.18990295696515],[-106.72465753515802,48.18979942693984],[-106.7246373298264,48.18979526969429]],[[-106.72446077256544,48.18990959265249],[-106.72447493315944,48.18993173006027],[-106.72449434523796,48.18991354760551],[-106.72446077256544,48.18990959265249]]]]}"
0000000000000000146f,0,5222,2,1247,1,1037.01482294,150.910111019,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72461053462047,48.1903896578118],[-106.72460404844443,48.19039429135117],[-106.72458384281282,48.19039013405519],[-106.72459002031503,48.190376578847776],[-106.7240330510519,48.19009915818715],[-106.72392140285005,48.19015442788489],[-106.72390916813401,48.19019033185009],[-106.72390930076483,48.19019475691079],[-106.72391535462404,48.19037336343436],[-106.72435741518939,48.19041138694022],[-106.72438397425961,48.1904064856839],[-106.72439081232407,48.19041084535672],[-106.72457837210646,48.19042588617055],[-106.7246511964339,48.19040698072602],[-106.72461053462047,48.1903896578118]]]}"
00000000000000001470,0,5223,2,1234,1,530.474296261,163.121946903,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72421493734217,48.18974807366559],[-106.72423023066467,48.189805912480935],[-106.72419640779648,48.18979294919955],[-106.72416967329285,48.18979335378673],[-106.72414943688287,48.18978475626768],[-106.72413483534915,48.18974927227489],[-106.72410810089534,48.18974967684339],[-106.72408221763789,48.189772334425584],[-106.72405249687743,48.189884461689545],[-106.72404531685932,48.19006769446299],[-106.72423369971601,48.18990856160547],[-106.72423290660504,48.189886221866175],[-106.72424644982243,48.189890516119256],[-106.72424675842029,48.18989943770999],[-106.72425964119462,48.189885817258585],[-106.72426603786498,48.18987683027839],[-106.72427287581468,48.18988118991879],[-106.72430534659995,48.189853883626476],[-106.72427139095632,48.189836495332756],[-106.72429053767425,48.18980946289729],[-106.72429671514446,48.189795907858425],[-106.724323524207,48.189800014924806],[-106.72434421399257,48.18981759036361],[-106.72453894815116,48.189649399247095],[-106.72424723209669,48.189716270922794],[-106.724240878704,48.189725329395756],[-106.72425486314557,48.189742970220706],[-106.72421493734217,48.18974807366559]],[[-106.72428242205011,48.18976934545311],[-106.7242690547932,48.18976954775959],[-106.72426936339856,48.18977846932963],[-106.72428242205011,48.18976934545311]],[[-106.72425486314557,48.189742970220706],[-106.72425517174788,48.189751891786386],[-106.72426823039076,48.189742767916584],[-106.72425486314557,48.189742970220706]]]}"
00000000000000001471,0,5224,2,1256,1,1214.71846654,186.550380854,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72502763023878,48.19067821577843],[-106.72508144118315,48.19069076801811],[-106.72508955784895,48.19073088606815],[-106.72503670451785,48.190749539245225],[-106.72499639400336,48.19074120964869],[-106.7250421002911,48.19070927512807],[-106.72500151238788,48.190696464060885],[-106.7249481430209,48.19069725859019],[-106.72493446657624,48.19068853928421],[-106.72490081841062,48.190680072686206],[-106.72490734787691,48.19067551062381],[-106.72488061252399,48.1906759154364],[-106.7248739503127,48.19067605239985],[-106.72457041309262,48.19098432654189],[-106.72461072357407,48.190992656355725],[-106.72472041702262,48.19107586028188],[-106.72481577383986,48.19113242968642],[-106.72528845970122,48.190687696123476],[-106.72502763023878,48.19067821577843]],[[-106.72512475016858,48.190783961250126],[-106.72509783865088,48.19077986949951],[-106.72510498571349,48.190793150881234],[-106.72512475016858,48.190783961250126]]]}"
00000000000000001472,0,5225,2,1195,1,1495.54611174,174.308203402,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72322759203459,48.190379195488234],[-106.72386675904674,48.190717962837056],[-106.72391535462404,48.19037336343436],[-106.72390930076483,48.19019475691079],[-106.72322759203459,48.190379195488234]]]}"
00000000000000001473,0,5226,2,1157,1,632.162510742,114.89318855,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72227373878724,48.18922332403399],[-106.72249901319793,48.18936732746006],[-106.72259247977581,48.18936592821574],[-106.72277835596749,48.18933193991791],[-106.72283023894366,48.18928645250615],[-106.72291962360988,48.18916456192636],[-106.72227373878724,48.18922332403399]]]}"
00000000000000001474,0,5227,2,1154,1,1700.11504601,173.777861962,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72291880379183,48.188740250082034],[-106.72280929881167,48.18866154391997],[-106.72272792419075,48.18862698415048],[-106.72268730929152,48.1886097324371],[-106.72251835214328,48.18854972723242],[-106.72224832365983,48.18906297433256],[-106.72224845609905,48.18906739930598],[-106.72295148536813,48.18891846279285],[-106.72296735722543,48.18879312209211],[-106.72291880379183,48.188740250082034]]]}"
00000000000000001475,0,5228,2,1158,1,259.849364825,73.572731945,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72227373878724,48.18922332403399],[-106.7221795242645,48.18920245497219],[-106.72212058467431,48.189239014181105],[-106.72236001699726,48.18940515557351],[-106.72249901319793,48.18936732746006],[-106.72227373878724,48.18922332403399]]]}"
00000000000000001476,0,5229,2,1156,1,525.093762145,126.946457401,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72221752587615,48.18913931188974],[-106.7221795242645,48.18920245497219],[-106.72227373878724,48.18922332403399],[-106.72291962360988,48.18916456192636],[-106.72292615288573,48.18916000013381],[-106.7229326821604,48.18915543834124],[-106.72293014149754,48.18907955493228],[-106.72221752587615,48.18913931188974]]]}"
00000000000000001477,0,5230,2,1153,1,1242.20139066,154.975991295,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72241090482709,48.18853348559715],[-106.72217030363953,48.18852815493974],[-106.72215662903558,48.18851943555102],[-106.72204514861608,48.18878014731715],[-106.72203493702786,48.188874075215786],[-106.72224832365983,48.18906297433256],[-106.72251835214328,48.18854972723242],[-106.72241090482709,48.18853348559715]]]}"
00000000000000001478,0,5231,2,1151,1,296.151141324,71.6120499411,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72197888794896,48.188995510318584],[-106.72196026747176,48.18903603137819],[-106.72200609200765,48.18920947552735],[-106.72205371996158,48.18923558399266],[-106.72210083325234,48.18924383430126],[-106.72212058467431,48.189239014181105],[-106.7221795242645,48.18920245497219],[-106.72221752587615,48.18913931188974],[-106.72221739344133,48.18913488691013],[-106.72197888794896,48.188995510318584]]]}"
00000000000000001479,0,5232,2,1138,1,263.43443008,76.9825255613,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72206563501942,48.189391711276876],[-106.72180500074704,48.1893867184746],[-106.7220200610261,48.18962465273678],[-106.72207264811182,48.18940056757128],[-106.72206563501942,48.189391711276876]]]}"
0000000000000000147a,0,5233,2,1155,1,661.151026083,134.460770314,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72224845609905,48.18906739930598],[-106.72221739344133,48.18913488691013],[-106.72221752587615,48.18913931188974],[-106.72293014149754,48.18907955493228],[-106.72294718856072,48.18898998629702],[-106.72295148536813,48.18891846279285],[-106.72224845609905,48.18906739930598]]]}"
0000000000000000147b,0,5234,2,1162,1,226.174273402,68.0932097892,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72249901319793,48.18936732746006],[-106.72236001699726,48.18940515557351],[-106.72234073708297,48.189427762433944],[-106.72239949021665,48.18958765901967],[-106.72241925405685,48.18957847016846],[-106.72259247977581,48.18936592821574],[-106.72249901319793,48.18936732746006]]]}"
0000000000000000147c,0,5235,2,1161,1,434.949908894,93.2701098047,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72234073708297,48.189427762433944],[-106.72230081223533,48.18943286503139],[-106.722022907773,48.189709458581696],[-106.72202321582915,48.18971838016265],[-106.722049980642,48.18972241635759],[-106.7221168152226,48.18972140638929],[-106.72219647484356,48.189706862896934],[-106.72230220885079,48.18967400062808],[-106.72232845889683,48.18966017845921],[-106.72239949021665,48.18958765901967],[-106.72234073708297,48.189427762433944]]]}"
0000000000000000147d,0,5236,2,1205,1,200.191801277,61.846839155,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.722712846645,48.18956957372067],[-106.72267559406656,48.189654985655714],[-106.72269851447479,48.189739524132875],[-106.72295692166874,48.18967755172971],[-106.722712846645,48.18956957372067]]]}"
0000000000000000147e,0,5237,2,1207,1,463.539782422,125.871155642,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.7231142740283,48.189590350771304],[-106.72310743635632,48.18958599106569],[-106.72283023894366,48.18928645250615],[-106.72277835596749,48.18933193991791],[-106.72277436694878,48.18941238550764],[-106.72306396344707,48.18968488657575],[-106.723077506276,48.18968918098653],[-106.72308434395997,48.18969354070248],[-106.72319740005439,48.18967845527237],[-106.7231142740283,48.189590350771304]],[[-106.72300792340869,48.1896053707696],[-106.72304118678683,48.189600404677854],[-106.72302067381494,48.18958732554148],[-106.72300792340869,48.1896053707696]],[[-106.72300792340869,48.1896053707696],[-106.72299468892426,48.18960999790813],[-106.7230083642344,48.18961871734004],[-106.72300792340869,48.1896053707696]]]}"
0000000000000000147f,0,5238,2,1206,1,297.915019707,84.6966027489,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72277436694878,48.18941238550764],[-106.72270556833907,48.18955186742513],[-106.722712846645,48.18956957372067],[-106.72295692166874,48.18967755172971],[-106.72306396344707,48.18968488657575],[-106.72277436694878,48.18941238550764]]]}"
